101,172,131,9,324,231,17,3,19,32
35,413,217,36,57,10,0,1,2,2
20,32,213,31,31,4,0,1,2,2
4,1,14,23,8,0,0,0,0,1
12,12,13,1,139,15,1,0,0,0
608,2574,1962,559,894,1223,92,78,116,243
179,300,323,136,213,254,33,32,70,113
9,2,13,33,5,4,0,7,3,2
9,1,6,11,1,5,1,3,8,6
74,81,101,80,30,51,2,11,12,24
