478,95,0,0,0,71,395,0,0,0
48,555,0,0,0,42,128,0,0,0
41,78,0,0,0,152,65,0,0,0
10,8,0,0,0,12,21,0,0,0
90,12,0,0,0,14,77,0,0,0
1111,1463,0,0,0,2538,3237,0,0,0
317,204,0,0,0,237,895,0,0,0
20,17,0,0,0,8,33,0,0,0
10,4,0,0,0,3,34,0,0,0
163,67,0,0,0,52,184,0,0,0
