Epoch,Loss,Train Accuracy,Train Macro F1,Test Accuracy,Test Macro F1,Test Loss
1,1.336821575121486,0.6530969703968895,0.0,0.642774655477712,0.0,1.2536485693578063
2,1.2322257034700785,0.6530969703968895,0.0,0.642774655477712,0.0,1.2494029992539895
3,1.230076788736535,0.6530969703968895,0.0,0.642774655477712,0.0,1.2482895814065862
4,1.2278846462757276,0.6530969703968895,0.0,0.642774655477712,0.0,1.2461316758408922
5,1.226251628396693,0.6530969703968895,0.0,0.642774655477712,0.0,1.2450777226187326
6,1.2255785894474667,0.6530969703968895,0.0,0.642774655477712,0.0,1.2443678455032738
7,1.2250457524042118,0.6530969703968895,0.0,0.642774655477712,0.0,1.243482747064729
8,1.2238578924845005,0.6530969703968895,0.0,0.642774655477712,0.0,1.2427172916276115
9,1.2233983100451566,0.6530969703968895,0.0,0.642774655477712,0.0,1.245216125704972
10,1.223110821639449,0.6530969703968895,0.0,0.642774655477712,0.0,1.2420673628745995
11,1.2227809649841686,0.6530969703968895,0.0,0.642774655477712,0.0,1.2415529395192129
12,1.2225621734365013,0.6530969703968895,0.0,0.642774655477712,0.0,1.2422353372051211
13,1.2219106228333976,0.6530969703968895,0.0,0.642774655477712,0.0,1.2417657555177295
14,1.2215015826554134,0.6530969703968895,0.0,0.642774655477712,0.0,1.2417840643469336
15,1.2215182067633703,0.6530969703968895,0.0,0.642774655477712,0.0,1.2409197234094436
16,1.2203113834093797,0.6530969703968895,0.0,0.642774655477712,0.0,1.2401576341666611
17,1.2205185133027914,0.6530969703968895,0.0,0.642774655477712,0.0,1.242057601659756
18,1.2199831885822447,0.6530969703968895,0.0,0.642774655477712,0.0,1.2417829303171835
19,1.220513930480028,0.6530969703968895,0.0,0.642774655477712,0.0,1.2407443495880206
20,1.2202415275181016,0.6530969703968895,0.0,0.642774655477712,0.0,1.2404221267315554
21,1.2198747485013577,0.6530969703968895,0.0,0.642774655477712,0.0,1.2415018413821464
22,1.2195912906487147,0.6530969703968895,0.0,0.642774655477712,0.0,1.2401337160412313
23,1.219952401305948,0.6530969703968895,0.0,0.642774655477712,0.0,1.2442625777181147
24,1.2195893824559274,0.6530969703968895,0.0,0.642774655477712,0.0,1.2411499653250126
25,1.2197691989521235,0.6530969703968895,0.0,0.642774655477712,0.0,1.2442530967992516
26,1.219135041729423,0.6530969703968895,0.0,0.642774655477712,0.0,1.2437145446101432
27,1.2190553354824265,0.6530969703968895,0.0,0.642774655477712,0.0,1.2460116011095164
28,1.2190050789031195,0.6530969703968895,0.0,0.642774655477712,0.0,1.2408866407395585
29,1.218669953558759,0.6530969703968895,0.0,0.642774655477712,0.0,1.2415190121810424
30,1.2186702176506443,0.6530969703968895,0.0,0.642774655477712,0.0,1.242273662624688
31,1.2186645249574644,0.6530969703968895,0.0,0.642774655477712,0.0,1.2436011170812429
32,1.2181098162026829,0.6530969703968895,0.0,0.642774655477712,0.0,1.2425767504816572
33,1.2193281393718396,0.6530969703968895,0.0,0.642774655477712,0.0,1.2404553061855839
34,1.2189761931306036,0.6530969703968895,0.0,0.642774655477712,0.0,1.2414184539335702
35,1.2185037608529106,0.6530969703968895,0.0,0.642774655477712,0.0,1.2486391976622526
36,1.2182485305158228,0.6530969703968895,0.0,0.642774655477712,0.0,1.2440542650633846
37,1.2184812702660637,0.6530969703968895,0.0,0.642774655477712,0.0,1.2407829926298757
38,1.2185634199823505,0.6530969703968895,0.0,0.642774655477712,0.0,1.2450257767670847
39,1.2185861240943958,0.6530969703968895,0.0,0.642774655477712,0.0,1.2435714772035336
40,1.2187451843832955,0.6530969703968895,0.0,0.642774655477712,0.0,1.2408292159951966
41,1.2177657895891243,0.6530969703968895,0.0,0.642774655477712,0.0,1.2499656270583863
42,1.2183480612438153,0.6530969703968895,0.0,0.642774655477712,0.0,1.2459570673739382
43,1.2177681057011993,0.6530969703968895,0.0,0.642774655477712,0.0,1.2426257230378137
44,1.2179110208113353,0.6530969703968895,0.0,0.642774655477712,0.0,1.2441389435911414
45,1.2183601138149869,0.6530969703968895,0.0,0.642774655477712,0.0,1.2454621678429285
46,1.2177306963451977,0.6530969703968895,0.0,0.642774655477712,0.0,1.243111263465118
47,1.2178594616741822,0.6530969703968895,0.0,0.642774655477712,0.0,1.2494586884167982
48,1.2175239038382992,0.6530969703968895,0.0,0.642774655477712,0.0,1.248061583106741
49,1.2175644628905458,0.6530969703968895,0.0,0.642774655477712,0.0,1.2512320180244634
50,1.217131760356755,0.6530969703968895,0.0,0.642774655477712,0.0,1.2532161686734613
