46,236,20,42,386,65,14,12,147,71
10,415,66,13,114,62,2,3,68,20
4,77,133,15,57,14,0,0,29,7
1,3,4,1,24,1,1,0,16,0
3,16,6,1,136,0,3,3,21,4
136,1686,1034,258,1629,1851,75,119,1261,300
36,259,91,64,454,240,21,28,391,69
5,10,9,3,25,4,0,3,17,2
4,7,1,5,15,1,1,1,14,2
18,108,23,18,129,29,8,7,95,31
