202,5,13,51,212,102,127,32,21,274
3,533,14,34,21,53,38,23,12,42
0,0,225,19,10,11,22,16,10,23
0,0,5,15,5,2,6,8,0,10
16,0,3,4,79,31,23,11,9,17
109,145,183,418,754,4548,907,279,238,768
26,22,32,104,190,302,579,84,81,233
1,2,4,14,4,7,18,10,6,12
2,0,1,3,6,10,15,4,7,3
74,7,15,35,28,52,69,26,19,141
