93,298,16,0,290,139,59,0,0,144
27,419,81,0,72,99,29,0,0,46
16,100,121,0,33,41,14,0,0,11
7,16,4,0,14,1,5,0,0,4
12,55,2,0,102,1,9,0,0,12
553,2043,1116,0,1135,2212,527,0,0,763
161,376,114,0,346,282,180,0,0,194
6,18,6,0,22,6,9,0,0,11
5,19,1,0,11,2,5,0,0,8
43,162,27,0,84,52,40,0,0,58
