Epoch,Loss,Train Accuracy,Train Macro F1,Test Accuracy,Test Macro F1,Test Loss
1,1.3217641178041404,0.6530969703968895,0.0,0.642774655477712,0.0,1.2645865108065417
2,1.2415751948622353,0.6530969703968895,0.0,0.642774655477712,0.0,1.2593848320283914
3,1.23735608078833,0.6530969703968895,0.0,0.642774655477712,0.0,1.2538007996572649
4,1.2318754314165103,0.6530969703968895,0.0,0.642774655477712,0.0,1.24913706314828
5,1.2261191411632035,0.6530969703968895,0.0,0.642774655477712,0.0,1.239635246324128
6,1.2195890460420271,0.6530969703968895,0.0,0.642774655477712,0.0,1.2380571934610165
7,1.2126290983717722,0.6530969703968895,0.0,0.642774655477712,0.0,1.2263642951038671
8,1.2057151387863119,0.6530969703968895,0.0,0.642774655477712,0.0,1.2168221641423667
9,1.1992572377082602,0.6530969703968895,0.0,0.642774655477712,0.0,1.212286633260438
10,1.1927003882036273,0.6530969703968895,0.0,0.642774655477712,0.0,1.208337587088787
11,1.1872838890647948,0.6530969703968895,0.0,0.642774655477712,0.0,1.2031248908838614
12,1.1816088633309003,0.6530969703968895,0.0,0.642774655477712,0.0,1.1971017981104075
13,1.17674867625307,0.6530969703968895,0.0,0.642774655477712,0.0,1.195038741592116
14,1.1723755844799904,0.6530969703968895,0.0,0.642774655477712,0.0,1.1913125474611526
15,1.1672852877986255,0.6530969703968895,0.0,0.642774655477712,0.0,1.188094775224554
16,1.1629253424419632,0.6530969703968895,0.0,0.642774655477712,0.0,1.188271887600422
17,1.158609698934875,0.6530777226007622,0.0,0.642774655477712,0.0,1.180209805152099
18,1.1536710543530475,0.6531162181930169,0.0,0.642774655477712,0.0,1.1680913579287788
19,1.1489278625036254,0.6537898910574739,0.0,0.6433905612441296,0.0,1.167569778529294
20,1.1455669210388744,0.654636794087077,0.0,0.6433135730233275,0.0,1.1610332124779377
21,1.1414425029910256,0.6547330330677138,0.0,0.643852490568943,0.0,1.157283210035028
22,1.136900242005149,0.6547330330677138,0.0,0.6432365848025252,0.0,1.1536704159061897
23,1.1333189249644284,0.6541748469800208,0.0,0.6425436908153053,0.0,1.152334675082726
24,1.1308851225182341,0.6543095815529122,0.0,0.6429286319193164,0.0,1.1583921269242987
25,1.128120812702135,0.6535589175039458,0.0,0.6430826083609208,0.0,1.1543932480765093
26,1.1263914907653931,0.6522885629595412,0.0,0.6411579028408654,0.0,1.1598444357147357
27,1.123135458953275,0.6550409978057512,0.0,0.6443144198937563,0.0,1.1504010530234559
28,1.1219512413856871,0.6493821457443123,0.0,0.6380013857879745,0.0,1.1674361222336445
29,1.120131284925224,0.6548485198444778,0.0,0.6447763492185695,0.0,1.145925198355919
30,1.1182579338789134,0.65396312122262,0.0,0.6439294787897452,0.0,1.1490405192002286
31,1.1175673795047358,0.6553297147476614,0.0,0.6450843021017785,0.0,1.1456115361798573
32,1.1156872236192814,0.654136351387766,0.0,0.642774655477712,0.0,1.1496998994735075
33,1.1141477700855051,0.6533086961542903,0.0,0.6413118792824698,0.0,1.1499951801863797
34,1.1134217209526764,0.6516341378912115,0.0,0.6401570559704365,0.0,1.1484315477568527
35,1.1123513246478118,0.651326173153174,0.0,0.6391562091000077,0.0,1.1513410399993653
36,1.111241923186359,0.6536551564845825,0.0,0.6425436908153053,0.0,1.1464346944551749
37,1.109444479884699,0.6545405551064403,0.0,0.6440064670105474,0.0,1.146217025853143
38,1.1087095265097806,0.6566193170881934,0.0,0.6463161136346139,0.0,1.1371549621518022
39,1.1071110465495018,0.6549447588251145,0.0,0.6440064670105474,0.0,1.1463023926236946
40,1.1066084042870499,0.6566385648843207,0.0,0.6466240665178228,0.0,1.138304382122209
41,1.1052803952210202,0.6515763945028294,0.0,0.639618138424821,0.0,1.1497946101162821
42,1.1054240527374697,0.656927281826231,0.0,0.6454692432057895,0.0,1.133463553386956
43,1.1036432809999277,0.656542325903684,0.0,0.6470090076218339,0.0,1.1430646285708315
44,1.101968009079912,0.6504022789390614,0.0,0.6376164446839634,0.0,1.1468258391460175
45,1.1016382847917197,0.6578704238364708,0.0,0.6477019016090538,0.0,1.1285504463858205
46,1.1001729775825744,0.6555221927089349,0.0,0.6447763492185695,0.0,1.1397647440360097
47,1.1000182953722812,0.6574854679139238,0.0,0.6471629840634383,0.0,1.1329298969633474
48,1.0974747238157712,0.6555991838934442,0.0,0.6446993609977674,0.0,1.1319438978075393
49,1.0977397835515257,0.6542903337567848,0.0,0.6437755023481407,0.0,1.143132144447618
50,1.0969041780353033,0.6542903337567848,0.0,0.6451612903225806,0.0,1.1420878956617393
