215,46,21,159,300,22,16,21,178,61
6,384,94,99,70,26,5,4,72,13
2,39,180,37,30,11,1,5,31,0
0,3,5,16,13,1,0,1,12,0
3,5,3,17,121,0,0,3,37,4
204,1079,1150,1004,1174,1812,151,136,1391,248
22,155,111,286,310,231,51,33,407,47
1,6,12,18,12,2,1,3,23,0
2,4,1,11,8,0,0,3,22,0
79,28,26,81,77,18,6,21,108,22
